subscriberId,campaignType,tenureMonths,monthlyDataUsageGb,monthlyVoiceMinutes,monthlySpendTry,currentTariff,pastAcceptedOffers,pastDeclinedOffers,complaintCount6m,usageTrend,trueConversionProbability,converted
SUB-0194,TARIFE_YUKSELTME,31,5.57,346,123.36,EKONOMIK,1,4,2,-0.563,0.1605,0
SUB-0194,CIHAZ_FIRSATI,31,5.57,346,123.36,EKONOMIK,1,4,2,-0.563,0.2101,0
SUB-0194,SADAKAT,31,5.57,346,123.36,EKONOMIK,1,4,2,-0.563,0.329,1
SUB-0195,EK_PAKET,81,17.01,419,355.03,STANDART,7,6,2,-0.395,0.4827,0
SUB-0195,TARIFE_YUKSELTME,81,17.01,419,355.03,STANDART,7,6,2,-0.395,0.4694,1
SUB-0195,CIHAZ_FIRSATI,81,17.01,419,355.03,STANDART,7,6,2,-0.395,0.691,1
SUB-0195,SADAKAT,81,17.01,419,355.03,STANDART,7,6,2,-0.395,0.6401,1
SUB-0196,EK_PAKET,8,22.66,917,287.12,STANDART,0,1,1,0.052,0.5286,0
SUB-0196,TARIFE_YUKSELTME,8,22.66,917,287.12,STANDART,0,1,1,0.052,0.6318,1
SUB-0196,CIHAZ_FIRSATI,8,22.66,917,287.12,STANDART,0,1,1,0.052,0.245,0
SUB-0196,SADAKAT,8,22.66,917,287.12,STANDART,0,1,1,0.052,0.3446,1
SUB-0197,EK_PAKET,29,9.01,525,595.05,PREMIUM,1,3,0,0.475,0.5314,1
SUB-0197,TARIFE_YUKSELTME,29,9.01,525,595.05,PREMIUM,1,3,0,0.475,0.1825,0
SUB-0197,CIHAZ_FIRSATI,29,9.01,525,595.05,PREMIUM,1,3,0,0.475,0.735,1
SUB-0197,SADAKAT,29,9.01,525,595.05,PREMIUM,1,3,0,0.475,0.6257,1
SUB-0198,EK_PAKET,10,8.86,145,323.96,STANDART,1,0,0,0.616,0.5966,0
SUB-0198,TARIFE_YUKSELTME,10,8.86,145,323.96,STANDART,1,0,0,0.616,0.7851,1
SUB-0198,CIHAZ_FIRSATI,10,8.86,145,323.96,STANDART,1,0,0,0.616,0.7834,1
SUB-0198,SADAKAT,10,8.86,145,323.96,STANDART,1,0,0,0.616,0.6329,0
SUB-0199,EK_PAKET,29,1.9,800,261.23,STANDART,0,4,0,0.323,0.0368,0
SUB-0199,TARIFE_YUKSELTME,29,1.9,800,261.23,STANDART,0,4,0,0.323,0.3344,0
SUB-0199,CIHAZ_FIRSATI,29,1.9,800,261.23,STANDART,0,4,0,0.323,0.4029,0
SUB-0199,SADAKAT,29,1.9,800,261.23,STANDART,0,4,0,0.323,0.6271,1
SUB-0200,EK_PAKET,81,1.52,489,149.88,EKONOMIK,9,4,1,0.071,0.363,1
SUB-0200,TARIFE_YUKSELTME,81,1.52,489,149.88,EKONOMIK,9,4,1,0.071,0.3522,0
SUB-0200,CIHAZ_FIRSATI,81,1.52,489,149.88,EKONOMIK,9,4,1,0.071,0.7639,0
SUB-0200,SADAKAT,81,1.52,489,149.88,EKONOMIK,9,4,1,0.071,0.7607,1
SUB-0201,EK_PAKET,31,26.51,596,322.92,STANDART,0,5,1,0.232,0.5271,0
SUB-0201,TARIFE_YUKSELTME,31,26.51,596,322.92,STANDART,0,5,1,0.232,0.4636,1
SUB-0201,CIHAZ_FIRSATI,31,26.51,596,322.92,STANDART,0,5,1,0.232,0.6096,1
SUB-0201,SADAKAT,31,26.51,596,322.92,STANDART,0,5,1,0.232,0.4083,0
SUB-0202,EK_PAKET,77,6.28,517,195.55,EKONOMIK,2,10,0,-0.183,0.2686,0
SUB-0202,TARIFE_YUKSELTME,77,6.28,517,195.55,EKONOMIK,2,10,0,-0.183,0.3884,1
SUB-0202,CIHAZ_FIRSATI,77,6.28,517,195.55,EKONOMIK,2,10,0,-0.183,0.743,1
SUB-0202,SADAKAT,77,6.28,517,195.55,EKONOMIK,2,10,0,-0.183,0.6715,1
SUB-0203,EK_PAKET,42,45.06,535,449.83,STANDART,1,6,1,-0.084,0.6556,0
SUB-0203,TARIFE_YUKSELTME,42,45.06,535,449.83,STANDART,1,6,1,-0.084,0.8332,1
SUB-0203,CIHAZ_FIRSATI,42,45.06,535,449.83,STANDART,1,6,1,-0.084,0.5185,1
SUB-0203,SADAKAT,42,45.06,535,449.83,STANDART,1,6,1,-0.084,0.4653,1
SUB-0204,EK_PAKET,59,7.21,553,284.28,STANDART,2,7,3,-0.478,0.0636,0
SUB-0204,TARIFE_YUKSELTME,59,7.21,553,284.28,STANDART,2,7,3,-0.478,0.01,0
SUB-0204,CIHAZ_FIRSATI,59,7.21,553,284.28,STANDART,2,7,3,-0.478,0.4254,1
SUB-0204,SADAKAT,59,7.21,553,284.28,STANDART,2,7,3,-0.478,0.4328,0
SUB-0205,EK_PAKET,39,2.66,71,112.3,EKONOMIK,1,5,1,-0.467,0.2721,0
SUB-0205,TARIFE_YUKSELTME,39,2.66,71,112.3,EKONOMIK,1,5,1,-0.467,0.3168,0
SUB-0205,CIHAZ_FIRSATI,39,2.66,71,112.3,EKONOMIK,1,5,1,-0.467,0.4838,1
SUB-0205,SADAKAT,39,2.66,71,112.3,EKONOMIK,1,5,1,-0.467,0.5483,1
SUB-0206,EK_PAKET,23,12.04,591,150.93,EKONOMIK,1,2,1,0.087,0.355,1
SUB-0206,TARIFE_YUKSELTME,23,12.04,591,150.93,EKONOMIK,1,2,1,0.087,0.5076,1
SUB-0206,CIHAZ_FIRSATI,23,12.04,591,150.93,EKONOMIK,1,2,1,0.087,0.5476,1
SUB-0206,SADAKAT,23,12.04,591,150.93,EKONOMIK,1,2,1,0.087,0.457,1
SUB-0207,EK_PAKET,65,19.01,227,233.35,EKONOMIK,9,1,0,0.115,0.7,0
SUB-0207,TARIFE_YUKSELTME,65,19.01,227,233.35,EKONOMIK,9,1,0,0.115,0.8808,1
SUB-0207,CIHAZ_FIRSATI,65,19.01,227,233.35,EKONOMIK,9,1,0,0.115,0.8628,1
SUB-0207,SADAKAT,65,19.01,227,233.35,EKONOMIK,9,1,0,0.115,0.99,1
SUB-0208,EK_PAKET,82,17.62,279,569.53,PREMIUM,2,11,0,0.291,0.6181,1
SUB-0208,TARIFE_YUKSELTME,82,17.62,279,569.53,PREMIUM,2,11,0,0.291,0.2526,1
SUB-0208,CIHAZ_FIRSATI,82,17.62,279,569.53,PREMIUM,2,11,0,0.291,0.7433,1
SUB-0208,SADAKAT,82,17.62,279,569.53,PREMIUM,2,11,0,0.291,0.817,1
SUB-0209,EK_PAKET,23,20.29,416,377.37,STANDART,3,0,0,0.241,0.8441,1
SUB-0209,TARIFE_YUKSELTME,23,20.29,416,377.37,STANDART,3,0,0,0.241,0.9494,1
SUB-0209,CIHAZ_FIRSATI,23,20.29,416,377.37,STANDART,3,0,0,0.241,0.7897,1
SUB-0209,SADAKAT,23,20.29,416,377.37,STANDART,3,0,0,0.241,0.7831,1
SUB-0210,EK_PAKET,66,4.98,1187,142.06,EKONOMIK,5,6,0,0.135,0.4059,1
SUB-0210,TARIFE_YUKSELTME,66,4.98,1187,142.06,EKONOMIK,5,6,0,0.135,0.6274,1
SUB-0210,CIHAZ_FIRSATI,66,4.98,1187,142.06,EKONOMIK,5,6,0,0.135,0.8652,1
SUB-0210,SADAKAT,66,4.98,1187,142.06,EKONOMIK,5,6,0,0.135,0.7713,1
SUB-0211,EK_PAKET,22,26.11,170,618.01,PREMIUM,0,3,3,0.005,0.4714,1
SUB-0211,TARIFE_YUKSELTME,22,26.11,170,618.01,PREMIUM,0,3,3,0.005,0.198,0
SUB-0211,CIHAZ_FIRSATI,22,26.11,170,618.01,PREMIUM,0,3,3,0.005,0.3369,1
SUB-0211,SADAKAT,22,26.11,170,618.01,PREMIUM,0,3,3,0.005,0.3451,0
SUB-0212,EK_PAKET,61,27.1,405,365.19,STANDART,0,10,1,-0.045,0.5561,1
SUB-0212,TARIFE_YUKSELTME,61,27.1,405,365.19,STANDART,0,10,1,-0.045,0.4732,0
SUB-0212,CIHAZ_FIRSATI,61,27.1,405,365.19,STANDART,0,10,1,-0.045,0.6006,0
SUB-0212,SADAKAT,61,27.1,405,365.19,STANDART,0,10,1,-0.045,0.5276,1
SUB-0213,EK_PAKET,67,27.86,339,474.57,STANDART,5,6,1,0.115,0.7756,1
SUB-0213,TARIFE_YUKSELTME,67,27.86,339,474.57,STANDART,5,6,1,0.115,0.7065,1
SUB-0213,CIHAZ_FIRSATI,67,27.86,339,474.57,STANDART,5,6,1,0.115,0.8065,1
SUB-0213,SADAKAT,67,27.86,339,474.57,STANDART,5,6,1,0.115,0.7262,1
SUB-0214,EK_PAKET,38,13.45,792,477.82,PREMIUM,3,3,0,-0.204,0.3852,0
SUB-0214,TARIFE_YUKSELTME,38,13.45,792,477.82,PREMIUM,3,3,0,-0.204,0.4575,0
SUB-0214,CIHAZ_FIRSATI,38,13.45,792,477.82,PREMIUM,3,3,0,-0.204,0.7465,0
SUB-0214,SADAKAT,38,13.45,792,477.82,PREMIUM,3,3,0,-0.204,0.8166,1
SUB-0215,EK_PAKET,62,8.49,332,208.64,EKONOMIK,4,6,1,0.099,0.3847,0
SUB-0215,TARIFE_YUKSELTME,62,8.49,332,208.64,EKONOMIK,4,6,1,0.099,0.5121,1
SUB-0215,CIHAZ_FIRSATI,62,8.49,332,208.64,EKONOMIK,4,6,1,0.099,0.6802,0
SUB-0215,SADAKAT,62,8.49,332,208.64,EKONOMIK,4,6,1,0.099,0.6924,0
SUB-0216,EK_PAKET,23,7.91,493,210.31,EKONOMIK,1,2,1,0.204,0.3748,1
SUB-0216,TARIFE_YUKSELTME,23,7.91,493,210.31,EKONOMIK,1,2,1,0.204,0.5886,0
SUB-0216,CIHAZ_FIRSATI,23,7.91,493,210.31,EKONOMIK,1,2,1,0.204,0.4508,1
SUB-0216,SADAKAT,23,7.91,493,210.31,EKONOMIK,1,2,1,0.204,0.4014,1
SUB-0217,EK_PAKET,7,2.64,170,237.81,STANDART,0,1,0,-0.184,0.3399,0
SUB-0217,TARIFE_YUKSELTME,7,2.64,170,237.81,STANDART,0,1,0,-0.184,0.4155,0
SUB-0217,CIHAZ_FIRSATI,7,2.64,170,237.81,STANDART,0,1,0,-0.184,0.3473,0
SUB-0217,SADAKAT,7,2.64,170,237.81,STANDART,0,1,0,-0.184,0.5932,1
SUB-0218,EK_PAKET,9,7.34,885,242.19,EKONOMIK,0,1,3,-0.172,0.3319,0
SUB-0218,TARIFE_YUKSELTME,9,7.34,885,242.19,EKONOMIK,0,1,3,-0.172,0.1057,0
SUB-0218,CIHAZ_FIRSATI,9,7.34,885,242.19,EKONOMIK,0,1,3,-0.172,0.1662,1
SUB-0218,SADAKAT,9,7.34,885,242.19,EKONOMIK,0,1,3,-0.172,0.2574,0
SUB-0219,EK_PAKET,38,0.81,106,303.44,STANDART,4,2,2,-0.328,0.247,1
SUB-0219,TARIFE_YUKSELTME,38,0.81,106,303.44,STANDART,4,2,2,-0.328,0.3397,0
SUB-0219,CIHAZ_FIRSATI,38,0.81,106,303.44,STANDART,4,2,2,-0.328,0.6203,0
SUB-0219,SADAKAT,38,0.81,106,303.44,STANDART,4,2,2,-0.328,0.5205,1
SUB-0220,EK_PAKET,76,2.28,585,169.12,EKONOMIK,8,4,1,-0.214,0.368,0
SUB-0220,TARIFE_YUKSELTME,76,2.28,585,169.12,EKONOMIK,8,4,1,-0.214,0.4727,1
SUB-0220,CIHAZ_FIRSATI,76,2.28,585,169.12,EKONOMIK,8,4,1,-0.214,0.8519,1
SUB-0220,SADAKAT,76,2.28,585,169.12,EKONOMIK,8,4,1,-0.214,0.7034,1
